taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Genome Size   * assembled,Gene Count   * assembled
2643221651,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Afipia sp. Root123D2,Max Planck Institute for Plant Breeding Research,2643221651,4798932,4676
2791354983,Bacteria,Permanent Draft,Aurantimonas sp. 22II-16-19i Genome Sequencing,Aurantimonas sp. 22II-16-19i,"Third Institute of Oceanography, State Oceanic Administration",2791354983,5833052,5415
2922412092,Bacteria,Permanent Draft,Genome Sequencing of Bradyrhizobium sp. 81013,Bradyrhizobium sp. 81013,"Yantai Institute of Coastal Zone Research, Chinese Academy of Sciences",2922412092,7509578,6895
2928387578,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Rhizobium laguerreae DSM 29977,DOE Joint Genome Institute (JGI),2928387578,7318555,7387
2900166661,Bacteria,Permanent Draft,Novosphingobium sp. TCA1 genome sequencing,Novosphingobium sp. TCA1,"Laboratory of Life Sciences for Extremophiles, Life Sciences, Toyo University",2900166661,6173804,5821
2838173357,Bacteria,Permanent Draft,"Enriched cells from switchgrass and soil in EcoFAB chamber, Walnut Creek, California, United States",Sphingobium sp. OAE613,DOE Joint Genome Institute (JGI),2838173357,5373530,5250
2509276022,Bacteria,Finished,CSP_300131_795687,Mesorhizobium australicum WSM2073,DOE Joint Genome Institute (JGI),2509276022,6200534,6080
2529292551,Bacteria,Permanent Draft,Sequencing of endosymbionts inhabiting flagellates within the termite gut,Bacteroidales bacterium PSC KfJoeBact2-2 (unscreened),DOE Joint Genome Institute (JGI),2529292551,12300934,12008
2718217812,Bacteria,Finished,Agrobacterium sp. RAC06 genome sequencing,Agrobacterium sp. RAC06,Los Alamos National Laboratory,2718217812,4964647,4769
2843695797,Bacteria,Finished,Chromobacterium violaceum Genome sequencing,Chromobacterium violaceum CV1197,University of Sao Paulo,2843695797,4388579,4209
2906652566,Bacteria,Permanent Draft,Bradyrhizobium cajani 1010 genome sequencing,Bradyrhizobium cajani 1010,University of Salamanca,2906652566,8381257,7936
2627854221,Bacteria,Permanent Draft,Sphingomonas sp. ERG5 Genome sequencing,Sphingomonas sp. ERG5,"ENVS, Aarhus University",2627854221,5739859,5406
2517287029,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Rhizobium leguminosarum bv. trifolii SRDI565,DOE Joint Genome Institute (JGI),2517287029,6905599,6836
2881853255,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M4A.F.Ca.ET.020.02.1.1,"University of California, Davis",2881853255,6698367,7839
2911878434,Bacteria,Finished,Genome Sequencing of Sphingobium sp. KCTC 72723,Sphingobium sp. KCTC 72723,Ajou University,2911878434,4429423,4429
2906626472,Bacteria,Permanent Draft,Bradyrhizobium sp. aSej3 genome sequencing,Bradyrhizobium sp. aSej3,Ludwig-Maximilians-Universitaet Munich,2906626472,8826946,8785
2784132048,Bacteria,Permanent Draft,Systems level insights into methane cycling in arid and semi-arid ecosystems,Bradyrhizobium sp. W,DOE Joint Genome Institute (JGI),2784132048,8048590,7621
2654587702,Bacteria,Permanent Draft,Mesorhizobium from Acacia nodules in Senegal - CIRAD,Mesorhizobium sp. STM8789,French Agricultural Research Centre for International Development (CIRAD),2654587702,6498530,6282
2882483387,Bacteria,Permanent Draft,Oceaniradius stylonematis StC1 genome sequencing,Oceaniradius stylonematis StC1,Chung-Ang University,2882483387,3581627,3625
2846033681,Bacteria,Permanent Draft,Chromobacterium Genome sequencing,Chromobacterium sp. MWU13-2610,Midwestern University,2846033681,4377894,4310
2902343291,Bacteria,Permanent Draft,AAP Bacteria from Wheat Phyllosphere,Methylobacterium sp. WL6,Aarhus University,2902343291,5557460,6182
2816332543,Bacteria,Permanent Draft,Genome sequencing of Mesorhizobia from legumes,Mesorhizobium loti R7ANSxCC1192,Curtin University,2816332543,6454568,6259
2671181073,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LSJC269B00,University of Southern California,2671181073,6557138,6453
2516653013,Bacteria,Permanent Draft,Rhodopseudomonas palustris sequencing - Univ of Washington,"Rhodopseudomonas palustris S-1, DSM 131",University of Washington,2516653013,5356467,5572
2874645413,Bacteria,Permanent Draft,Bradyrhizobium canariense genome sequencing - University of Applied Sciences of Western Switzerland,Bradyrhizobium canariense UBMA122,University of Applied Sciences of Western Switzerland,2874645413,8214782,8189
2829760844,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methylobacterium fujisawaense DSM 5686,DOE Joint Genome Institute (JGI),2829760844,5971667,5728
2861707373,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Rhodopseudomonas rhenobacensis DSM 12706,DOE Joint Genome Institute (JGI),2861707373,5177157,4869
2645727960,Bacteria,Permanent Draft,Sphingomonas sp. Ant H11 Genome sequencing,Sphingomonas sp. Ant H11,Centre of Microbial Ecology and Genomics,2645727960,4641925,5189
2885326080,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M1E.F.Ca.ET.041.01.1.1,"University of California, Davis",2885326080,7134805,8022
2731957699,Bacteria,Permanent Draft,Comparative genomics of environmental Sphingomonas isolates,Sphingomonas koreensis NBRC 16723,National Institute of Technology and Evaluation,2731957699,4328203,4194
2869285874,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M2D.F.Ca.ET.147.01.1.1,"University of California, Davis",2869285874,6901219,7157
2902373652,Bacteria,Permanent Draft,Methylobacterium sp. 6HR-1 genome sequencing,Methylobacterium sp. 6HR-1,Guangdong Institute of Microbiology,2902373652,7831372,7370
2840851631,Bacteria,Permanent Draft,Chromobacterium violaceum and Chromobacterium haemolyticum Genome sequencing,Chromobacterium violaceum 16-419A,Centers for Disease Control and Prevention,2840851631,4760708,4569
2808606775,Bacteria,Permanent Draft,Genome sequencing of bacterial type strains from NCTC culture collection,Aminobacter aminovorans NCTC 10684,Wellcome Trust Sanger Institute,2808606775,5886880,5728
2828301124,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Sphingomonas leidyi DSM 4733,DOE Joint Genome Institute (JGI),2828301124,4787838,4600
2857647473,Bacteria,Permanent Draft,Exploring microbial biodiversity for novel pathways involved in the catabolism of aromatic compounds derived from lignin,Novosphingobium sp. B11G3A,DOE Joint Genome Institute (JGI),2857647473,5597021,5189
2791355196,Bacteria,Permanent Draft,Genome Sequencing of common bean microsymbionts,Bradyrhizobium sp. Y36,Northwest A&F University,2791355196,7323613,6955
2513237178,Bacteria,Finished,Bradyrhizobium sp. S23321,Bradyrhizobium sp. S23321,Tohoku University,2513237178,7231841,6943
2887459366,Bacteria,Permanent Draft,Salinarimonas sp. BN140002 genome sequencing,Salinarimonas sp. BN140002,Korean Research Institute of BioSicence and BioTechnology,2887459366,5353455,5367
2855946969,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Methylobacterium sp. CCH5-D2,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2855946969,6240089,6931
2507525018,Bacteria,Permanent Draft,"Analysis of the clover, pea/bean and lupin microsymbiont genetic pool by studying isolates from distinct Vavilov centres of diversity",Rhizobium leguminosarum bv. trifolii CC283b,DOE Joint Genome Institute (JGI),2507525018,7923462,7731
2912101750,Bacteria,Finished,Comparative Genomics of Select Completed Symbiotic Mesorhizobium Genomes,Mesorhizobium sp. NZP2298,University of Otago,2912101750,7336816,7152
2876874476,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Sphingomonas sp. CCH9-F2,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2876874476,4020993,4428
2802428820,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Rhizobium laguerreae FB403,DOE Joint Genome Institute (JGI),2802428820,7423761,7295
2900250407,Bacteria,Permanent Draft,AAP Bacteria from Wheat Phyllosphere,Methylobacterium sp. WL19,Aarhus University,2900250407,5176344,5243
2775507256,Bacteria,Finished,Bradyrhizobium sp. CCGE-LA001,Bradyrhizobium sp. CCGE-LA001,Allegheny-Singer Research Institute,2775507256,7833499,7315
2537561905,Bacteria,Permanent Draft,Human Microbiome Project (HMP) Reference Genomes,Afipia broomeae ATCC 49717,Broad Institute,2537561905,5259998,5092
2643221583,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Caulobacter sp. Root655,Max Planck Institute for Plant Breeding Research,2643221583,5218014,4706
2731957888,Bacteria,Permanent Draft,To understand ecology and evolution of rice seed associated bacteria by whole genome sequencing,Methylobacterium indicum NS229,"Bacterial Genomics and Evolution Laboratory, CSIR-Institute of Microbial Technology",2731957888,6291173,5976
2927964518,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 92,DOE Joint Genome Institute (JGI),2927964518,9340735,9160
2890938491,Bacteria,Permanent Draft,Sphingosinicella ginsenosidimutans BS-11 genome sequencing,Sphingosinicella ginsenosidimutans BS-11,Hankyong National University,2890938491,3041979,3120
2845789991,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Porphyrobacter donghaensis CCH1-A1,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2845789991,3836141,3938
646564570,Bacteria,Finished,Sphingobium japonicum UT26S,Sphingobium japonicum UT26S,National Institute of Technology and Evaluation,646564570,4424862,4460
2675903244,Bacteria,Permanent Draft,To understand ecology and evolution of rice seed associated bacteria by whole genome sequencing,Methylobacterium indicum NS230,"Bacterial Genomics and Evolution Laboratory, CSIR-Institute of Microbial Technology",2675903244,6313557,5965
2824763712,Bacteria,Permanent Draft,Evolution and phylogenomics of peanut bardyrhizobia,Bradyrhizobium sp. HAMBI 2129,"Institute of Biotechnology, Helsinki University",2824763712,9792355,9686
2703718755,Bacteria,Permanent Draft,"Genome sequencing of isolates from drinking water distribution system in Cincinnati, Ohio",Sphingopyxis sp. H077,US Environmental Protection Agency (EPA),2703718755,5255102,5014
2889914905,Bacteria,Permanent Draft,Chelativorans sp. lm92 genome sequencing,Chelativorans sp. UJN715,Jinan University,2889914905,5702301,5528
2922418988,Bacteria,Permanent Draft,Genome Sequencing of Bradyrhizobium sp. 83002,Bradyrhizobium sp. 83002,"Yantai Institute of Coastal Zone Research, Chinese Academy of Sciences",2922418988,7522254,6945
2706794522,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LSJC264A00,University of Southern California,2706794522,6559540,6554
2508501123,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Mesorhizobium sp. WSM3626,DOE Joint Genome Institute (JGI),2508501123,6283661,6243
2643221881,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf121,Max Planck Institute for Plant Breeding Research,2643221881,5528490,5219
2884956406,Bacteria,Finished,Chromobacterium paludis 257-1 genome sequencing,Chromobacterium paludis 257-1,"U.S. Department of Agriculture, Agricultural Research Service",2884956406,4279774,4160
2627854107,Bacteria,Finished,Sphingomonas hengshuiensis WHSC-8 Genome sequencing,Sphingomonas hengshuiensis WHSC-8,Hengshui University,2627854107,5228389,4871
2876878905,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Sphingomonas sp. CCH18-H6,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2876878905,3991294,4062
2823679482,Bacteria,Permanent Draft,The Agave Microbiome: Exploring the role of microbial communities in plant adaptations to desert environments,Methylobacterium sp. RAS18,DOE Joint Genome Institute (JGI),2823679482,5855278,5682
2824472061,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Variibacter gotjawalensis CECT 8514,DOE Joint Genome Institute (JGI),2824472061,4585075,4584
2731957632,Bacteria,Permanent Draft,"Novosphingobium  genome sequencing - National Institute of Technology and Evaluation, Japan",Novosphingobium naphthalenivorans NBRC 102051,National Institute of Technology and Evaluation,2731957632,5218086,5066
2841440409,Bacteria,Finished,Sphingobium yanoikuyae SJTF8 genome sequencing,Sphingobium yanoikuyae SJTF8,Shanghai Jiao Tong University,2841440409,5929589,5812
2508501042,Bacteria,Permanent Draft,"Analysis of the clover, pea/bean and lupin microsymbiont genetic pool by studying isolates from distinct Vavilov centres of diversity",Bradyrhizobium sp. WSM1253,DOE Joint Genome Institute (JGI),2508501042,8719808,8498
2731957705,Bacteria,Permanent Draft,Sphingobium herbicidovorans NBRC 16415,Sphingobium herbicidovorans NBRC 16415,National Institute of Technology and Evaluation,2731957705,4077716,4061
2898545487,Bacteria,Permanent Draft,Genome sequencing of Sphingopyxis sp. GW247-27LB,Sphingopyxis sp. GW247-27LB,Lawrence Berkeley National Laboratory,2898545487,4791544,4727
2876406927,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.CA.002.03.2.1,"University of California, Davis",2876406927,6191900,7038
2740891854,Bacteria,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Rhodopseudomonas faecalis JCM 11668,DOE Joint Genome Institute (JGI),2740891854,4068611,3797
2818991438,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Novosphingobium barchaimii 1192,DOE Joint Genome Institute (JGI),2818991438,5793701,5277
2906328253,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M1A.T.Ca.IN.004.03.1.1,"University of California, Davis",2906328253,6585166,7436
